[4125, 4240, 4265, 4270, 4440, 4440, 4530, 4530, 4530, 4530]
[0.02546405792236328, 0.02626657485961914, 0.031476497650146484, 0.025333166122436523, 0.025472402572631836, 0.025538921356201172, 0.02303600311279297, 0.022248268127441406, 0.02435302734375, 0.02661585807800293]

[4330, 4330, 4330, 4405, 4405, 4405, 4405, 4405, 4405, 4405]
[0.03577542304992676, 0.02912116050720215, 0.03090667724609375, 0.03403973579406738, 0.0300905704498291, 0.03153705596923828, 0.02973151206970215, 0.03151369094848633, 0.030251741409301758, 0.029383420944213867]

[4120, 4250, 4250, 4250, 4250, 4380, 4380, 4380, 4400, 4400]
[0.03157997131347656, 0.0500030517578125, 0.043404340744018555, 0.045593976974487305, 0.04073023796081543, 0.03512716293334961, 0.03391718864440918, 0.03607797622680664, 0.03379559516906738, 0.03895831108093262]

[4315, 4315, 4315, 4315, 4315, 4330, 4330, 4330, 4435, 4445]
[0.0379948616027832, 0.04153585433959961, 0.037804603576660156, 0.041341543197631836, 0.041124820709228516, 0.042504072189331055, 0.03879356384277344, 0.0, 0.041699886322021484, 0.04281926155090332]

[4275, 4285, 4465, 4465, 4530, 4530, 4530, 4530, 4530, 4530]
[0.04569840431213379, 0.05823826789855957, 0.04715275764465332, 0.04313516616821289, 0.04519510269165039, 0.043764352798461914, 0.04632401466369629, 0.043291568756103516, 0.04425811767578125, 0.04413557052612305]
