[703, 703, 706, 706, 706, 706, 706, 706, 706, 706]
[0.0010013580322265625, 0.0009675025939941406, 0.0009965896606445312, 0.0, 0.0011606216430664062, 0.00099945068359375, 0.0020148754119873047, 0.001012563705444336, 0.0010004043579101562, 0.0010018348693847656]

[631, 642, 642, 702, 702, 702, 702, 702, 702, 713]
[0.0, 0.0016145706176757812, 0.0009980201721191406, 0.0, 0.0010037422180175781, 0.0009980201721191406, 0.003408670425415039, 0.0, 0.0, 0.000986337661743164]

[635, 657, 760, 760, 760, 760, 760, 760, 760, 760]
[0.001005411148071289, 0.000982046127319336, 0.00099945068359375, 0.005530357360839844, 0.0010628700256347656, 0.000997781753540039, 0.0010030269622802734, 0.0010080337524414062, 0.0010023117065429688, 0.0015048980712890625]

[722, 722, 722, 722, 722, 722, 722, 722, 722, 722]
[0.0009160041809082031, 0.002234935760498047, 0.0010018348693847656, 0.0019991397857666016, 0.001993894577026367, 0.0015065670013427734, 0.0010542869567871094, 0.0009648799896240234, 0.001003265380859375, 0.0009992122650146484]

[600, 616, 616, 632, 721, 721, 721, 721, 721, 721]
[0.0019979476928710938, 0.00099945068359375, 0.0065195560455322266, 0.0009965896606445312, 0.0010085105895996094, 0.0009996891021728516, 0.000946044921875, 0.0010073184967041016, 0.000997781753540039, 0.00810694694519043]
