[94327, 94701, 96407, 95184, 94836, 95678, 95419, 95537, 95345, 94983]
[7.583603143692017, 7.492041110992432, 7.521956205368042, 7.556069612503052, 7.565741300582886, 7.567385196685791, 7.700906991958618, 7.565669298171997, 7.612159252166748, 7.595426559448242]

[94396, 94061, 94746, 95483, 95330, 95148, 95189, 93141, 96046, 94839]
[14.765504837036133, 14.84268569946289, 14.870755910873413, 14.862594842910767, 15.123399019241333, 14.824321031570435, 14.911580085754395, 14.845507621765137, 14.78399395942688, 14.870048761367798]

[94292, 95418, 95295, 95028, 95796, 94779, 95141, 95452, 94912, 94305]
[19.53816795349121, 19.610151052474976, 19.3837993144989, 20.083648204803467, 20.895093202590942, 20.112459182739258, 22.17279839515686, 19.599242210388184, 21.30254602432251, 19.523465156555176]

[95459, 95187, 94068, 94396, 95684, 95046, 94324, 95400, 95653, 94528]
[25.36744713783264, 28.32005262374878, 25.824613094329834, 26.541137218475342, 25.996625423431396, 27.466912746429443, 27.47807216644287, 25.69524621963501, 27.62353801727295, 25.99416732788086]

[93994, 93578, 96136, 95666, 94770, 94114, 94863, 96426, 95402, 93642]
[32.54341506958008, 31.946589946746826, 33.51964020729065, 32.32368016242981, 31.932111024856567, 33.967756509780884, 34.325979709625244, 34.39712858200073, 32.0243124961853, 31.88213539123535]
